City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
usevya,-25.2986,152.8535,13.91,74.0,2.0,5.32,AU,1631121478.0
cherskiy,-21.3667,55.6167,20.2,76.0,37.0,4.43,RE,1631121478.0
halalo,44.1003,-70.2148,26.85,78.0,40.0,3.6,US,1631121478.0
alofi,27.8964,102.2634,17.79,86.0,89.0,1.09,CN,1631121479.0
isangel,4.95,-6.0833,26.04,84.0,70.0,2.93,CI,1631121479.0
antofagasta,50.35,90.5,12.21,43.0,36.0,1.72,RU,1631121479.0
naze,-12.2333,136.7667,24.34,78.0,67.0,5.66,AU,1631121479.0
davila,-45.4167,167.7167,7.09,95.0,100.0,3.41,NZ,1631121480.0
oudtshoorn,51.1631,54.9918,13.86,43.0,96.0,4.21,RU,1631121480.0
carupano,14.4,46.4667,28.82,45.0,95.0,3.48,YE,1631121540.0
san quintin,5.5167,5.75,27.15,75.0,94.0,3.52,NG,1631121541.0
biltine,54.2797,-0.4044,25.9,74.0,65.0,0.45,GB,1631121249.0
demyanovo,-38.5473,-58.7368,10.58,95.0,100.0,9.21,AR,1631121541.0
berezovyy,-25.4,-70.4833,17.76,59.0,0.0,3.05,CL,1631121541.0
am timan,6.3005,-10.7969,27.89,74.0,30.0,3.53,LR,1631121277.0
kahului,57.8987,-5.1604,20.42,85.0,96.0,0.33,GB,1631121542.0
tevaitoa,18.35,81.9,24.49,94.0,97.0,0.56,IN,1631121542.0
helena,62.5353,113.9611,7.66,80.0,33.0,0.95,RU,1631121542.0
cumpas,42.5466,-6.5962,23.87,55.0,89.0,3.13,ES,1631121543.0
san patricio,51.9207,34.5619,13.1,61.0,38.0,2.44,RU,1631121543.0
avera,21.2833,-89.6667,32.28,59.0,90.0,1.01,MX,1631121478.0
kabo,18.6853,12.9164,37.16,22.0,65.0,2.43,NE,1631121543.0
marsa matruh,-14.9172,13.4925,21.32,47.0,7.0,3.57,AO,1631121544.0
cidreira,-22.9965,27.6678,17.57,68.0,78.0,5.85,BW,1631121544.0
hithadhoo,25.0209,118.2898,27.82,93.0,23.0,1.45,CN,1631121544.0
broken hill,49.3878,33.2596,15.71,39.0,6.0,1.75,UA,1631121545.0
katsuura,60.34,102.2797,5.86,97.0,100.0,1.26,RU,1631121545.0
poum,19.1059,37.3321,33.87,48.0,14.0,3.72,SD,1631121545.0
aksarka,-29.6842,-53.8069,18.46,94.0,100.0,2.87,BR,1631121546.0
merano,-20.7333,139.5,19.87,19.0,0.0,3.6,AU,1631121546.0
letka,-5.8092,-61.3003,33.97,49.0,0.0,3.6,BR,1631121546.0
taveta,3.3803,-59.7968,33.23,48.0,39.0,3.47,GY,1631121547.0
touros,45.8404,-119.2895,28.01,39.0,1.0,0.0,US,1631121330.0
porto walter,62.5833,6.1333,18.42,100.0,75.0,4.63,NO,1631121547.0
oistins,70.8578,29.0864,5.0,75.0,75.0,8.23,NO,1631121547.0
ambatofinandrahana,58.8053,-122.7002,11.77,82.0,90.0,0.0,CA,1631121323.0
ichinohe,51.0,95.2,11.54,58.0,76.0,1.53,RU,1631121548.0
hervey bay,23.3,92.8333,19.43,99.0,100.0,0.53,IN,1631121548.0
saint-joseph,-0.7818,29.7544,17.79,93.0,77.0,1.06,UG,1631121548.0
lewiston,59.8683,48.0123,9.49,97.0,99.0,4.56,RU,1631121549.0
xichang,-26.6481,15.1594,20.36,37.0,0.0,3.56,NA,1631121549.0
sassandra,-13.2,49.05,22.56,61.0,29.0,2.92,MG,1631121549.0
mugur-aksy,31.4583,131.2333,23.76,91.0,13.0,2.39,JP,1631121549.0
nhulunbuy,38.5767,-92.1735,28.03,39.0,1.0,5.14,US,1631121412.0
te anau,2.6708,72.8944,28.26,65.0,97.0,1.87,MV,1631121550.0
sol-iletsk,-9.5402,16.341,27.45,39.0,79.0,2.19,AO,1631121550.0
marzuq,14.2,24.6667,29.34,38.0,96.0,5.48,SD,1631121550.0
warri,40.5917,36.9517,14.91,88.0,2.0,2.02,TR,1631121551.0
scarborough,60.4167,134.5333,2.73,55.0,16.0,2.23,RU,1631121551.0
necochea,41.2508,32.6942,15.99,73.0,0.0,1.59,TR,1631121551.0
taltal,44.3945,-1.1672,29.62,73.0,0.0,5.14,FR,1631121552.0
monrovia,11.6667,92.75,26.49,85.0,100.0,5.5,IN,1631121552.0
barbar,10.3094,119.0128,26.11,90.0,100.0,6.65,PH,1631121552.0
ullapool,43.4456,41.7448,12.87,96.0,90.0,0.55,RU,1631121552.0
afgoye,44.0998,46.6587,17.05,59.0,100.0,5.05,RU,1631121553.0
malkangiri,-5.6333,32.7667,27.7,26.0,99.0,0.25,TZ,1631121553.0
mirnyy,-1.3959,120.7524,24.83,79.0,92.0,2.8,ID,1631121553.0
ponferrada,46.7208,-92.1041,21.5,61.0,75.0,7.2,US,1631121554.0
khomutovka,28.0667,95.3333,25.82,84.0,64.0,1.23,IN,1631121614.0
progreso,60.3778,92.6267,7.65,87.0,72.0,1.72,RU,1631121614.0
grand river south east,37.4636,-122.4286,30.85,74.0,20.0,0.0,US,1631121614.0
bilma,7.1913,8.1329,25.91,88.0,60.0,1.86,NG,1631121615.0
skalistyy,-12.8525,15.5606,27.78,24.0,53.0,2.35,AO,1631121615.0
lubango,55.1001,-105.2842,18.14,45.0,20.0,1.03,CA,1631121615.0
mokobeng,44.6453,-63.5724,22.05,66.0,1.0,2.24,CA,1631121299.0
dayong,34.1667,77.5833,19.17,33.0,79.0,1.65,IN,1631121616.0
hlobyne,-51.6226,-69.2181,14.03,51.0,40.0,3.6,AR,1631121616.0
gilazi,10.2849,22.7882,23.9,89.0,47.0,1.3,CF,1631121616.0
karaul,-13.8483,136.4192,22.1,77.0,11.0,3.96,AU,1631121617.0
vanavara,18.2164,42.5053,25.9,8.0,0.0,5.66,SA,1631121617.0
sawakin,1.2391,23.616,24.53,72.0,55.0,0.31,CD,1631121617.0
santa maria,46.844,74.9804,19.93,52.0,48.0,9.99,KZ,1631121618.0
mount isa,40.1629,-8.3327,23.53,54.0,94.0,4.36,PT,1631121618.0
samusu,-2.6741,141.3028,24.96,91.0,42.0,3.12,PG,1631121618.0
manicore,45.3392,14.3083,26.88,49.0,0.0,3.02,HR,1631121619.0
lethem,33.7333,135.9833,24.39,96.0,100.0,0.68,JP,1631121619.0
hermiston,44.445,15.0575,25.32,50.0,6.0,2.97,HR,1631121619.0
roald,-17.7333,-149.15,25.01,75.0,55.0,4.6,PF,1631121619.0
nguiu,58.0106,114.2769,6.01,97.0,100.0,0.57,RU,1631121620.0
berlevag,52.9599,4.7593,26.08,57.0,16.0,3.09,NL,1631121620.0
fort nelson,43.0514,-83.3188,24.75,43.0,40.0,6.69,US,1631121366.0
balgazyn,-33.8667,121.9,14.7,76.0,0.0,2.47,AU,1631121621.0
serchhip,15.7432,-96.4661,32.12,56.0,40.0,2.28,MX,1631121621.0
katete,5.0314,25.1361,24.04,75.0,31.0,1.12,CF,1631121621.0
maromitsa,58.1286,68.5944,6.91,83.0,95.0,4.07,RU,1631121622.0
luderitz,-41.0667,145.9167,13.04,73.0,22.0,7.8,AU,1631121622.0
ambilobe,13.1,-59.6167,31.27,70.0,20.0,7.72,BB,1631121559.0
kushima,59.3833,143.3,9.18,86.0,100.0,1.81,RU,1631121622.0
jefferson city,38.5167,-28.7,23.22,88.0,75.0,2.06,PT,1631121623.0
kudahuvadhoo,19.2056,-69.3369,31.17,60.0,34.0,3.37,DO,1631121623.0
malanje,7.9986,124.2928,18.69,92.0,91.0,2.11,PH,1631121623.0
kutum,-3.1374,142.3475,25.02,89.0,19.0,3.32,PG,1631121624.0
niksar,65.4167,-52.9,6.15,77.0,100.0,1.43,GL,1631121624.0
ust-maya,-7.3,-70.2167,35.19,38.0,7.0,2.07,BR,1631121624.0
safranbolu,61.2767,108.0108,8.21,92.0,95.0,0.11,RU,1631121624.0
biscarrosse,-2.9701,119.8978,18.19,93.0,96.0,0.96,ID,1631121625.0
port blair,56.7179,63.7866,8.14,91.0,100.0,5.55,RU,1631121625.0
nizhneyansk,-33.6971,-53.4616,14.03,96.0,100.0,8.61,UY,1631121625.0
caruray,43.1414,-95.1444,24.06,45.0,1.0,6.69,US,1631121626.0
teberda,41.85,-88.3126,26.26,43.0,1.0,1.79,US,1631121336.0
privolnyy,44.0213,144.2697,13.81,88.0,95.0,4.85,JP,1631121626.0
sikonge,49.7834,-74.8492,15.88,89.0,100.0,4.47,CA,1631121626.0
poso,13.3154,12.6113,33.87,38.0,47.0,2.07,NE,1631121626.0
superior,-13.4408,-49.1486,38.41,15.0,7.0,3.56,BR,1631121627.0
pasighat,48.9079,6.0589,26.95,58.0,0.0,2.06,FR,1631121627.0
teya,-20.2208,-70.1431,17.02,67.0,77.0,3.79,CL,1631121356.0
half moon bay,-11.0964,-77.6139,18.2,78.0,94.0,4.26,PE,1631121628.0
bur gabo,50.751,33.4747,14.8,47.0,12.0,2.96,UA,1631121688.0
otukpo,-44.7,169.15,3.25,86.0,46.0,3.0,NZ,1631121688.0
caala,45.5454,126.977,15.96,96.0,91.0,2.73,CN,1631121688.0
la ronge,32.296,-81.2354,31.95,65.0,75.0,3.09,US,1631121589.0
halifax,45.6573,-68.7098,24.2,61.0,40.0,4.63,US,1631121689.0
leh,30.2752,-89.7812,31.1,72.0,1.0,0.89,US,1631121543.0
rio gallegos,46.5331,48.3456,13.96,45.0,0.0,4.62,RU,1631121689.0
birao,-25.1667,45.05,18.95,78.0,0.0,2.61,MG,1631121690.0
alyangula,9.8833,-2.9167,26.07,80.0,100.0,0.92,BF,1631121690.0
mahadday weyne,18.4313,-65.8802,32.67,69.0,40.0,5.14,PR,1631121690.0
abha,13.1667,44.5833,31.5,41.0,47.0,5.52,YE,1631121690.0
basoko,16.4833,81.8333,26.16,85.0,93.0,2.34,IN,1631121691.0
balkhash,43.7444,135.2892,13.86,96.0,8.0,2.03,RU,1631121691.0
lata,-15.89,-52.2567,39.32,24.0,0.0,1.03,BR,1631121691.0
vanimo,41.7597,86.1469,26.4,22.0,0.0,0.71,CN,1631121692.0
opatija,-37.6167,-73.65,12.37,64.0,1.0,4.34,CL,1631121692.0
shingu,-41.8697,-73.8203,11.9,76.0,90.0,4.06,CL,1631121692.0
pag,6.7989,81.4808,26.53,70.0,77.0,2.65,LK,1631121692.0
tautira,54.7183,135.315,13.9,86.0,100.0,1.83,RU,1631121693.0
balakhninskiy,-45.8742,170.5036,11.56,50.0,90.0,0.89,NZ,1631121693.0
den helder,43.3095,-73.644,28.39,63.0,90.0,3.58,US,1631121614.0
lapeer,35.8276,137.9538,17.29,99.0,100.0,1.53,JP,1631121693.0
esperance,60.7522,-137.5108,6.97,87.0,98.0,0.51,CA,1631121694.0
pochutla,-35.5667,138.6167,15.5,55.0,39.0,4.66,AU,1631121694.0
zemio,-0.9492,100.3543,24.03,89.0,99.0,1.59,ID,1631121694.0
abalak,50.6336,-96.9907,19.13,63.0,44.0,6.17,CA,1631121695.0
burnie,60.4675,7.0719,18.5,85.0,88.0,1.94,NO,1631121695.0
bridgetown,55.25,-7.2667,20.79,83.0,98.0,1.14,IE,1631121695.0
okhotsk,57.3034,47.2011,9.72,94.0,86.0,5.65,RU,1631121696.0
ribeira grande,-45.5752,-72.0662,11.34,66.0,75.0,4.12,CL,1631121696.0
samana,1.3292,172.9752,28.0,78.0,20.0,5.14,KI,1631121696.0
talawdi,49.2167,143.1167,15.43,87.0,99.0,3.85,RU,1631121696.0
marawi,-9.3727,30.125,25.85,29.0,88.0,2.29,ZM,1631121697.0
aitape,53.4106,-2.9779,28.67,50.0,0.0,0.45,GB,1631121443.0
maniitsoq,-23.7,133.8833,8.75,43.0,0.0,1.54,AU,1631121697.0
envira,20.5022,-10.0711,42.24,7.0,6.0,6.94,MR,1631121697.0
yerbogachen,43.2128,-75.4557,28.15,64.0,90.0,3.6,US,1631121508.0
rantepao,38.9332,-119.9844,28.21,30.0,1.0,1.54,US,1631121537.0
butka,-13.0751,-76.3835,19.7,73.0,73.0,3.64,PE,1631121698.0
chuy,14.7328,-6.1219,39.31,20.0,92.0,2.84,ML,1631121669.0
spencer,66.8333,70.8333,5.39,66.0,80.0,4.53,RU,1631121698.0
batavia,29.5833,-9.5,31.12,33.0,60.0,2.94,MA,1631121698.0
abashiri,-9.8414,-39.4817,31.83,34.0,50.0,4.56,BR,1631121699.0
chapais,-9.4333,159.95,24.38,88.0,66.0,3.17,SB,1631121699.0
diffa,59.6304,39.736,11.84,97.0,100.0,4.92,RU,1631121699.0
porangatu,-2.5744,150.7967,26.66,81.0,100.0,8.7,PG,1631121700.0
jaipur hat,53.1939,107.3397,8.66,65.0,44.0,1.52,RU,1631121700.0
pont-a-mousson,36.2081,-86.2911,29.74,52.0,90.0,5.14,US,1631121415.0
marcona,9.4515,18.9449,23.76,91.0,75.0,1.6,TD,1631121700.0
iquique,-6.4167,20.8,26.77,59.0,92.0,1.56,CD,1631121760.0
hualmay,6.4,-58.6167,25.18,78.0,95.0,2.07,GY,1631121761.0
romny,-4.9408,122.5276,23.98,85.0,97.0,2.12,ID,1631121761.0
wanaka,-1.5,33.8,23.07,71.0,16.0,3.67,TZ,1631121761.0
acheng,-6.3424,106.1045,24.09,93.0,71.0,1.39,ID,1631121762.0
rincon,28.419,30.7792,35.94,19.0,0.0,3.43,EG,1631121762.0
millinocket,34.9833,139.8667,20.01,82.0,90.0,4.23,JP,1631121762.0
slidell,22.8909,-109.9124,33.06,70.0,20.0,0.45,MX,1631121762.0
krasnyy yar,-7.3817,108.2082,20.61,97.0,57.0,0.48,ID,1631121763.0
beloha,14.5094,-92.1933,32.28,73.0,90.0,1.85,GT,1631121763.0
batie,50.6789,156.125,11.78,91.0,68.0,5.26,RU,1631121763.0
loiza,36.6167,101.7667,9.9,77.0,4.0,1.33,CN,1631121763.0
lahij,-29.9533,-71.3436,17.85,42.0,0.0,6.17,CL,1631121764.0
razole,51.6217,24.9243,16.19,69.0,29.0,0.54,UA,1631121764.0
olga,21.2311,-86.731,31.03,72.0,100.0,5.17,MX,1631121764.0
barra do garcas,57.0531,-135.33,13.94,88.0,90.0,3.09,US,1631121765.0
korla,-20.8636,-46.3881,35.34,18.0,7.0,2.42,BR,1631121765.0
lemesos,-6.6024,147.8681,24.52,93.0,100.0,4.88,PG,1631121765.0
lebu,26.4615,-80.0728,33.89,67.0,40.0,0.89,US,1631121674.0
ancud,41.0155,34.0401,17.45,40.0,0.0,2.6,TR,1631121766.0
wattegama,28.963,-13.5477,28.99,54.0,0.0,9.26,ES,1631121766.0
chumikan,-16.5167,-151.75,26.12,77.0,15.0,7.68,PF,1631121766.0
dunedin,45.0,25.2667,18.6,62.0,66.0,1.25,RO,1631121766.0
glens falls,64.8569,-147.8028,7.94,85.0,90.0,0.0,US,1631121767.0
ina,18.0866,-67.1457,32.24,71.0,8.0,2.7,PR,1631121767.0
haines junction,40.8021,-124.1637,13.47,91.0,11.0,2.5,US,1631121520.0
victor harbor,4.95,23.9167,24.71,70.0,58.0,1.19,CF,1631121767.0
padang,51.5877,-2.9984,27.25,72.0,100.0,3.09,GB,1631121768.0
gimli,14.3,-91.9167,32.3,71.0,75.0,2.55,GT,1631121768.0
eidfjord,-20.7377,116.8463,21.21,42.0,8.0,2.44,AU,1631121768.0
carndonagh,56.6985,8.2124,20.66,88.0,51.0,2.9,DK,1631121768.0
kiknur,-32.25,148.6167,3.07,100.0,0.0,2.57,AU,1631121714.0
coihaique,14.8333,78.4,27.19,67.0,86.0,6.93,IN,1631121769.0
bairiki,-25.8,-57.2333,15.81,95.0,100.0,4.32,PY,1631121769.0
poronaysk,-3.4833,23.4333,25.51,64.0,81.0,0.55,CD,1631121770.0
mporokoso,53.6942,88.0603,13.76,95.0,95.0,2.0,RU,1631121770.0
liverpool,7.5264,-12.505,27.68,75.0,60.0,4.16,SL,1631121770.0
alice springs,-17.8786,36.8883,24.97,78.0,40.0,5.66,MZ,1631121770.0
adrar,-22.2763,166.4572,17.99,60.0,66.0,5.73,NC,1631121360.0
roma,61.9247,63.0231,2.05,92.0,72.0,1.7,RU,1631121771.0
south lake tahoe,-17.5333,-149.3333,25.01,73.0,28.0,5.65,PF,1631121771.0
kamenskoye,44.83,78.8239,19.06,23.0,3.0,3.86,KZ,1631121771.0
san vicente de canete,63.0128,112.4714,8.58,75.0,85.0,0.85,RU,1631121772.0
sokolo,36.4615,-77.6542,29.8,100.0,40.0,1.54,US,1631121772.0
yar-sale,-39.4833,176.9167,2.91,73.0,7.0,5.18,NZ,1631121772.0
tiznit,10.2676,13.2644,26.36,74.0,71.0,1.16,NG,1631121772.0
uaua,39.4735,-118.7774,31.62,20.0,1.0,0.0,US,1631121773.0
honiara,23.9981,90.423,28.98,70.0,66.0,1.54,BD,1631121773.0
ustye,-2.1667,16.2333,27.18,57.0,71.0,1.34,CD,1631121773.0
kavieng,46.4083,-105.8406,24.17,28.0,1.0,3.6,US,1631121834.0
khuzhir,39.2342,106.3439,20.49,18.0,20.0,2.86,CN,1631121834.0
lebanon,64.5011,-165.4064,7.04,87.0,90.0,2.06,US,1631121834.0
kyabe,59.5833,151.2833,4.14,52.0,0.0,2.38,RU,1631121835.0
tshikapa,38.4924,43.3831,17.64,34.0,20.0,2.06,TR,1631121835.0
bartica,47.8167,35.1833,15.37,44.0,0.0,3.0,UA,1631121835.0
katobu,18.9048,-3.5265,42.31,9.0,18.0,8.11,ML,1631121835.0
musoma,12.1844,18.693,26.51,72.0,70.0,1.91,TD,1631121836.0
karaton,52.2667,79.1667,12.65,83.0,94.0,7.03,RU,1631121836.0
matay,-1.2667,104.0833,23.8,89.0,70.0,0.57,ID,1631121836.0
tateyama,66.6572,66.4183,5.07,87.0,100.0,2.94,RU,1631121837.0
cabo san lucas,32.7562,-91.8724,30.79,45.0,3.0,0.89,US,1631121618.0
kawalu,24.8,125.2833,28.69,73.0,3.0,5.65,JP,1631121837.0
ocos,-38.3833,142.4833,13.23,57.0,95.0,9.32,AU,1631121837.0
severo-kurilsk,25.4667,-108.1,32.6,56.0,19.0,0.63,MX,1631121838.0
xining,27.0377,14.4283,33.41,27.0,10.0,5.59,LY,1631121838.0
coquimbo,46.4856,135.8833,10.94,96.0,99.0,1.24,RU,1631121838.0
rakiv lis,22.6783,-3.9836,45.4,7.0,15.0,10.37,ML,1631121838.0
kawana waters,0.0487,18.2603,23.44,82.0,75.0,0.58,CD,1631121839.0
isla mujeres,-23.1333,150.7333,14.88,66.0,0.0,7.01,AU,1631121839.0
sitka,38.3167,116.8667,19.51,93.0,1.0,3.45,CN,1631121839.0
alpinopolis,18.1725,120.5953,26.7,78.0,81.0,3.83,PH,1631121840.0
finschhafen,16.8634,-99.8901,30.9,62.0,20.0,0.0,MX,1631121780.0
delray beach,55.3422,-131.6461,13.26,88.0,90.0,3.09,US,1631121840.0
tosya,-2.65,10.0,25.15,78.0,42.0,4.14,GA,1631121840.0
arrecife,-8.13,112.219,21.68,88.0,81.0,2.79,ID,1631121841.0
